category,query_term,nasa_id,title,description,center,img_url,date
Planet,Mercury,PIA10197,MESSENGER Departs Mercury,"After NASA MESSENGER spacecraft completed its successful flyby of Mercury, the Narrow Angle Camera NAC, part of the Mercury Dual Imaging System MDIS, took these images of the receding planet. This is a frame from an animation.",JPL,https://images-assets.nasa.gov/image/PIA10197/PIA10197~thumb.jpg,2008-01-30T19:00:36Z
Planet,Mercury,PIA10198,MESSENGER Approaches Mercury,"On January 13, 2008, beginning 30 hours before NASA MESSENGER spacecraft closest approach to Mercury, the Wide Angle Camera, part of the Mercury Dual Imaging System MDIS, began snapping images as it approached the planet.",JPL,https://images-assets.nasa.gov/image/PIA10198/PIA10198~thumb.jpg,2008-01-30T19:01:36Z
Planet,Mercury,PIA10179,An Overview of Mercury as MESSENGER Approached,"As NASA MESSENGER neared Mercury on January 14, 2008, the spacecraft Wide Angle Camera on the Mercury Dual Imaging System MDIS took this image of the planet full crescent.",JPL,https://images-assets.nasa.gov/image/PIA10179/PIA10179~small.jpg,2008-01-18T11:00:00Z
Planet,Mercury,PIA14341,Major-element Composition of Mercury Surface Materials,Major-element Composition of Mercury Surface Materials,JPL,https://images-assets.nasa.gov/image/PIA14341/PIA14341~small.jpg,2011-06-16T16:00:01Z
Planet,Mercury,PIA15162,"Mercury Globe: 0°N, 180°E","Mercury Globe: 0°N, 180°E",JPL,https://images-assets.nasa.gov/image/PIA15162/PIA15162~medium.jpg,2011-12-01T18:00:14Z
Planet,Mercury,PIA12266,A High-resolution Look over Mercury Northern Horizon,A High-resolution Look over Mercury Northern Horizon,JPL,https://images-assets.nasa.gov/image/PIA12266/PIA12266~small.jpg,2009-09-30T17:00:53Z
Planet,Mercury,PIA11246,MESSENGER Gathers Unprecedented Data about Mercury Surface,MESSENGER Gathers Unprecedented Data about Mercury Surface,JPL,https://images-assets.nasa.gov/image/PIA11246/PIA11246~small.jpg,2008-10-07T16:00:02Z
Planet,Mercury,PIA14079,First Magnetometer Measurements from Mercury Orbit,First Magnetometer Measurements from Mercury Orbit,JPL,https://images-assets.nasa.gov/image/PIA14079/PIA14079~small.jpg,2011-03-30T15:00:14Z
Planet,Mercury,PIA14083,"From Orbit, Looking toward Mercury Horizon","From Orbit, Looking toward Mercury Horizon",JPL,https://images-assets.nasa.gov/image/PIA14083/PIA14083~small.jpg,2011-03-30T15:00:18Z
Planet,Mercury,PIA11024,A Closer Look at Albedo and Color Variations on Mercury,A Closer Look at Albedo and Color Variations on Mercury,JPL,https://images-assets.nasa.gov/image/PIA11024/PIA11024~small.jpg,2008-08-06T23:37:01Z
Planet,Mercury,PIA11762,New Names for a Second Set of Craters on Mercury,New Names for a Second Set of Craters on Mercury,JPL,https://images-assets.nasa.gov/image/PIA11762/PIA11762~medium.jpg,2008-11-26T18:28:09Z
Planet,Mercury,PIA14086,First NAC Image Obtained in Mercury Orbit,First NAC Image Obtained in Mercury Orbit,JPL,https://images-assets.nasa.gov/image/PIA14086/PIA14086~small.jpg,2011-03-30T15:00:21Z
Planet,Mercury,PIA14346,Movie of Mercury Magnetic Equator Versus Longitude,Movie of Mercury Magnetic Equator Versus Longitude,JPL,https://images-assets.nasa.gov/image/PIA14346/PIA14346~thumb.jpg,2011-06-16T16:00:06Z
Planet,Mercury,PIA11769,MESSENGER Discovers an Unusual Large Basin on Mercury,MESSENGER Discovers an Unusual Large Basin on Mercury,JPL,https://images-assets.nasa.gov/image/PIA11769/PIA11769~small.jpg,2008-12-15T18:28:13Z
Planet,Mercury,PIA14209,A View of Camoes in Mercury South Polar Region,A View of Camoes in Mercury South Polar Region,JPL,https://images-assets.nasa.gov/image/PIA14209/PIA14209~medium.jpg,2011-04-04T15:15:01Z
Planet,Mercury,PIA11413,A Movie of Magnetometer Measurements from the Second Mercury Flyby,A Movie of Magnetometer Measurements from the Second Mercury Flyby,JPL,https://images-assets.nasa.gov/image/PIA11413/PIA11413~thumb.jpg,2008-10-31T18:28:06Z
Planet,Mercury,PIA10668,Xiao Zhao Rays Paint Mercury Surface,Xiao Zhao Rays Paint Mercury Surface,JPL,https://images-assets.nasa.gov/image/PIA10668/PIA10668~small.jpg,2008-05-19T18:00:39Z
Planet,Mercury,PIA12871,Ten Newly Named Impact Craters on Mercury,Ten Newly Named Impact Craters on Mercury,JPL,https://images-assets.nasa.gov/image/PIA12871/PIA12871~medium.jpg,2010-03-16T23:44:47Z
Planet,Mercury,PIA12275,Capturing Mercury through MESSENGER Dual Cameras,Capturing Mercury through MESSENGER Dual Cameras,JPL,https://images-assets.nasa.gov/image/PIA12275/PIA12275~small.jpg,2009-10-02T17:02:47Z
Planet,Mercury,PIA11402,First Simultaneous Measurements of Sodium and Calcium in Mercury Exosphere,First Simultaneous Measurements of Sodium and Calcium in Mercury Exosphere,JPL,https://images-assets.nasa.gov/image/PIA11402/PIA11402~small.jpg,2008-10-29T18:28:09Z
Planet,Mercury,PIA12389,A Southern Horizon as Seen during Mercury Flyby 3,A Southern Horizon as Seen during Mercury Flyby 3,JPL,https://images-assets.nasa.gov/image/PIA12389/PIA12389~small.jpg,2009-12-01T22:19:19Z
Planet,Mercury,PIA13840,High-Resolution View from Mercury Flyby 1,High-Resolution View from Mercury Flyby 1,JPL,https://images-assets.nasa.gov/image/PIA13840/PIA13840~medium.jpg,2011-02-07T18:38:07Z
Planet,Mercury,PIA15160,"Mercury Globe: 0°N, 0°E","Mercury Globe: 0°N, 0°E",JPL,https://images-assets.nasa.gov/image/PIA15160/PIA15160~medium.jpg,2011-11-29T17:10:55Z
Planet,Mercury,PIA13477,Long Scarps on Mercury Tell of the Planet Unique History,Long Scarps on Mercury Tell of the Planet Unique History,JPL,https://images-assets.nasa.gov/image/PIA13477/PIA13477~medium.jpg,2010-09-28T18:03:56Z
Planet,Mercury,PIA11404,Magnetometer Results from MESSENGER Second Mercury Encounter,Magnetometer Results from MESSENGER Second Mercury Encounter,JPL,https://images-assets.nasa.gov/image/PIA11404/PIA11404~small.jpg,2008-10-29T18:28:11Z
Planet,Mercury,PIA11221,Imaging Plans for MESSENGER Second Mercury Flyby,Imaging Plans for MESSENGER Second Mercury Flyby,JPL,https://images-assets.nasa.gov/image/PIA11221/PIA11221~small.jpg,2008-09-29T18:00:31Z
Planet,Mercury,PIA12370,A Newly Identified Candidate for an Explosive Volcanic Vent on Mercury,A Newly Identified Candidate for an Explosive Volcanic Vent on Mercury,JPL,https://images-assets.nasa.gov/image/PIA12370/PIA12370~thumb.jpg,2009-11-06T23:27:03Z
Planet,Mercury,PIA14081,A First Look at Terrain Near Mercury North Pole,A First Look at Terrain Near Mercury North Pole,JPL,https://images-assets.nasa.gov/image/PIA14081/PIA14081~thumb.jpg,2011-03-30T15:00:16Z
Planet,Mercury,PIA15163,"Mercury Globe: 0°N, 270°E","Mercury Globe: 0°N, 270°E",JPL,https://images-assets.nasa.gov/image/PIA15163/PIA15163~medium.jpg,2011-12-01T18:00:15Z
Planet,Mercury,PIA11244,Exploring Mercury Newly Seen Surface and Waiting for More,Exploring Mercury Newly Seen Surface and Waiting for More,JPL,https://images-assets.nasa.gov/image/PIA11244/PIA11244~small.jpg,2008-10-06T16:00:01Z
Planet,Mercury,PIA14087,First Color Image of Mercury from Orbit,First Color Image of Mercury from Orbit,JPL,https://images-assets.nasa.gov/image/PIA14087/PIA14087~small.jpg,2011-03-30T15:00:22Z
Planet,Mercury,PIA15530,Radar-bright Deposits near Mercury North Pole,Radar-bright Deposits near Mercury North Pole,JPL,https://images-assets.nasa.gov/image/PIA15530/PIA15530~medium.jpg,2012-03-21T23:00:04Z
Planet,Mercury,PIA12332,Mercury from Nearly Two Million Miles,Mercury from Nearly Two Million Miles,JPL,https://images-assets.nasa.gov/image/PIA12332/PIA12332~thumb.jpg,2009-10-27T22:53:42Z
Planet,Mercury,PIA11374,A View to the South…from the Other Side of Mercury,A View to the South…from the Other Side of Mercury,JPL,https://images-assets.nasa.gov/image/PIA11374/PIA11374~small.jpg,2008-10-22T17:00:01Z
Planet,Mercury,PIA16515,Radar Bright Deposits in Mercury Polar Craters,Radar Bright Deposits in Mercury Polar Craters,JPL,https://images-assets.nasa.gov/image/PIA16515/PIA16515~small.jpg,2012-11-29T18:00:02Z
Planet,Mercury,PIA11219,Exploring Mercury Surface with MESSENGER Color Images,Exploring Mercury Surface with MESSENGER Color Images,JPL,https://images-assets.nasa.gov/image/PIA11219/PIA11219~medium.jpg,2008-09-16T18:00:31Z
Planet,Mercury,PIA11369,Mercury as Seen in Both Narrow and Wide Views,Mercury as Seen in Both Narrow and Wide Views,JPL,https://images-assets.nasa.gov/image/PIA11369/PIA11369~small.jpg,2008-10-16T16:00:05Z
Planet,Mercury,PIA14347,Movie of Mercury Magnetic Equator Versus Longitude,Movie of Mercury Magnetic Equator Versus Longitude,JPL,https://images-assets.nasa.gov/image/PIA14347/PIA14347~thumb.jpg,2011-06-16T16:00:07Z
Planet,Mercury,PIA11407,Comparing Mercury Exosphere between Two Flybys,Comparing Mercury Exosphere between Two Flybys,JPL,https://images-assets.nasa.gov/image/PIA11407/PIA11407~thumb.jpg,2008-10-30T18:28:01Z
Planet,Mercury,PIA15161,"Mercury Globe: 0°N, 90°E","Mercury Globe: 0°N, 90°E",JPL,https://images-assets.nasa.gov/image/PIA15161/PIA15161~medium.jpg,2011-11-30T17:10:55Z
Planet,Mercury,PIA15198,Mercury QuickMap Mosaics Available in High Resolution,Mercury QuickMap Mosaics Available in High Resolution,JPL,https://images-assets.nasa.gov/image/PIA15198/PIA15198~medium.jpg,2011-12-05T18:00:16Z
Planet,Mercury,PIA12212,On Target for Mercury Flyby 3 - Two Weeks To Go!,On Target for Mercury Flyby 3 - Two Weeks To Go!,JPL,https://images-assets.nasa.gov/image/PIA12212/PIA12212~small.jpg,2009-09-15T18:00:40Z
Planet,Mercury,PIA11767,Departure Mosaics from the Second Mercury Flyby,Departure Mosaics from the Second Mercury Flyby,JPL,https://images-assets.nasa.gov/image/PIA11767/PIA11767~medium.jpg,2008-12-15T18:28:11Z
Planet,Mercury,PIA12331,Approach Mosaic from Mercury Flyby 3   ,Approach Mosaic from Mercury Flyby 3   ,JPL,https://images-assets.nasa.gov/image/PIA12331/PIA12331~thumb.jpg,2009-10-20T21:53:44Z
Planet,Mercury,PIA10169,MESSENGER has Mercury in its Sights,"With just one day until NASA MESSENGER spacecraft historic flyby of Mercury, MESSENGER has Mercury clearly in its sights. The Narrow Angle Camera, part of the Mercury Dual Imaging System MDIS, took this image on January 12, 2008.",JPL,https://images-assets.nasa.gov/image/PIA10169/PIA10169~small.jpg,2008-01-13T18:49:03Z
Planet,Mercury,PIA10171,Rendezvous with Mercury,"As NASA MESSENGER spacecraft approached Mercury for its first flyby, the Narrow Angle Camera, part of the Mercury Dual Imaging System MDIS instrument acquired the nine images shown here taken from January 9 to 13, 2008.",JPL,https://images-assets.nasa.gov/image/PIA10171/PIA10171~small.jpg,2008-01-15T11:00:05Z
Planet,Mercury,PIA10183,First Results from the Mercury Laser Altimeter,"On January 14, 2008, NASA MESSENGER spacecraft Mercury Laser Altimeter MLA became the first instrument to measure the distance between a spacecraft and the surface of Mercury.",JPL,https://images-assets.nasa.gov/image/PIA10183/PIA10183~thumb.jpg,2008-01-19T19:00:36Z
Planet,Mercury,PIA12157,Locations of Mercury Newly Named Craters,The International Astronomical Union recently approved names for 16 impact craters on Mercury. Several of the craters are from areas seen for the first time at close range by MESSENGER during its second Mercury flyby.,JPL,https://images-assets.nasa.gov/image/PIA12157/PIA12157~medium.jpg,2009-07-28T22:39:15Z
Planet,Mercury,PIA10175,MESSENGER Reveals Mercury in New Detail,"As NASA MESSENGER approached Mercury on January 14, 2008, the spacecraft Narrow-Angle Camera on the Mercury Dual Imaging System MDIS instrument captured this view of the planet rugged, cratered landscape illuminated obliquely by the Sun.",JPL,https://images-assets.nasa.gov/image/PIA10175/PIA10175~small.jpg,2008-01-16T11:00:02Z
Planet,Mercury,PIA11076,Exploring Mercury Tail,"As the MESSENGER spacecraft approached Mercury, the UVVS field of view was scanned across the planet's exospheric ""tail,"" which is produced by the solar wind pushing Mercury's exosphere (the planet's extremely thin atmosphere) outward. This figure, recently published in Science magazine, shows a map of the distribution of sodium atoms as they stream away from the planet (see PIA10396); red and yellow colors represent a higher abundance of sodium than darker shades of blue and purple, as shown in the colored scale bar, which gives the brightness intensity in units of kiloRayleighs. The escaping atoms eventually form a comet-like tail that extends in the direction opposite that of the Sun for many planetary radii. The small squares outlined in black correspond to individual measurements that were used to create the full map. These measurements are the highest-spatial-resolution observations ever made of Mercury's tail. In less than six weeks, on October 6, 2008, similar measurements will be made during MESSENGER's second flyby of Mercury. Comparing the measurements from the two flybys will provide an unprecedented look at how Mercury's dynamic exosphere and tail vary with time.  Date Acquired: January 14, 2008.  http://photojournal.jpl.nasa.gov/catalog/PIA11076",JPL,https://images-assets.nasa.gov/image/PIA11076/PIA11076~thumb.jpg,2008-08-26T18:00:06Z
Planet,Mercury,PIA02415,Mercury South Pole,"After passing Mercury the first time and making a trip around the Sun, NASA Mariner 10 again flew by Mercury on Sept. 21, 1974. The south pole is located on the right hand edge of Chao Meng Fu crater that has only its rim sticking up into the light.",JPL,https://images-assets.nasa.gov/image/PIA02415/PIA02415~thumb.jpg,1999-10-08T00:53:07Z
Planet,Mercury,PIA03101,Mercury Southern Hemisphere,"This image, from NASA Mariner 10 spacecraft which launched in 1974, is of the southern hemisphere of Mercury.",JPL,https://images-assets.nasa.gov/image/PIA03101/PIA03101~medium.jpg,2001-01-11T14:00:02Z
Planet,Mercury,PIA10199,Mercury Hydrogen Tail,Calcium was detected in the near-Mercury exosphere by NASA MESSENGER spacecraft and has also been observed telescopically from Earth.,JPL,https://images-assets.nasa.gov/image/PIA10199/PIA10199~medium.jpg,2008-01-30T19:02:36Z
Planet,Mercury,PIA10167,MESSENGER Closes in on Mercury,"NASA MESSENGER spacecraft continued to speed toward Mercury, preparing for its closest approach to the planet on Monday, January 14, 2008.",JPL,https://images-assets.nasa.gov/image/PIA10167/PIA10167~small.jpg,2008-01-11T18:49:01Z
Planet,Mercury,PIA12045,A Terminator View from Mercury Flyby 2,"This high-resolution NAC image shows a view of Mercury dawn terminator, the division between the sunlit dayside and dark nightside of the planet, as seen as the MESSENGER spacecraft departed the planet during the mission second Mercury flyby.",JPL,https://images-assets.nasa.gov/image/PIA12045/PIA12045~small.jpg,2009-04-21T17:00:00Z
Planet,Mercury,PIA19413,Wrinkles on Mercury,This image mosaic from NASA MESSENGER spacecraft shows an unnamed ridge in the northern volcanic plains of Mercury. Wrinkle ridges like this are interpreted to be tectonic in origin and are usually only found in volcanic plains.  Six individual MDIS images are part of this mosaic.  Instruments: Mercury Dual Imaging System (MDIS) Latitude: 79° Longitude: 118° E Scale: The ridge is approximately 140 kilometers (87 miles) long  http://photojournal.jpl.nasa.gov/catalog/PIA19413,JPL,https://images-assets.nasa.gov/image/PIA19413/PIA19413~small.jpg,2015-04-16T17:50:11Z
Planet,Mercury,PIA19419,Unmasking the Secrets of Mercury,"The MASCS instrument onboard NASA MESSENGER spacecraft was designed to study both the exosphere and surface of Mercury. To learn more about the minerals and surface processes on Mercury, the Visual and Infrared Spectrometer (VIRS) portion of MASCS has been diligently collecting single tracks of spectral surface measurements since MESSENGER entered orbit. The track coverage is now extensive enough that the spectral properties of both broad terrains and small, distinct features such as pyroclastic vents and fresh craters can be studied. To accentuate the geological context of the spectral measurements, the MASCS data have been overlain on the MDIS monochrome mosaic. Click on the image to explore the colorful diversity of surface materials in more detail!  Instrument: Mercury Atmosphere and Surface Composition Spectrometer (MASCS) Map Projection: Orthographic VIRS Color Composite Wavelengths: 575 nm as red, 415 nm/750 nm as green, 310 nm/390 nm as blue Center Latitude (All Globes): 0° Center Longitude (Top Left Globe): 270° E Center Longitude (Top Right Globe): 0° E Center Longitude (Bottom Left Globe): 90° E Center Longitude (Bottom Right Globe): 180° E  http://photojournal.jpl.nasa.gov/catalog/PIA19419",JPL,https://images-assets.nasa.gov/image/PIA19419/PIA19419~medium.jpg,2015-04-16T17:56:11Z
Planet,Mercury,PIA02410,Mercury Densely Cratered Surface,"NASA Mariner 10 took this picture of the densely cratered surface of Mercury when the spacecraft was 18,200 kilometers 8085 miles from the planet on March 29, 1974.",JPL,https://images-assets.nasa.gov/image/PIA02410/PIA02410~thumb.jpg,1999-10-08T00:53:02Z
Planet,Mercury,PIA18146,Mercury Orbit Insertion Artist Concept,NASA MESSENGER prepares to perform the Mercury orbit insertion burn in this animated artist concept.,JPL,https://images-assets.nasa.gov/image/PIA18146/PIA18146~thumb.jpg,2007-06-06T23:00:00Z
Planet,Mercury,PIA12054,Using Reprojections to Examine Mercury Surface,The scarp cutting through this crater was imaged as NASA MESSENGER approached the planet during the mission second Mercury flyby.,JPL,https://images-assets.nasa.gov/image/PIA12054/PIA12054~thumb.jpg,2009-06-02T17:00:01Z
Planet,Mercury,PIA10379,MESSENGER Flies through Mercury Magnetosphere,This frame from an animation shows a conceptual sketch of Mercury magnetosphere at the time of NASA MESSENGER spacecraft flyby.,JPL,https://images-assets.nasa.gov/image/PIA10379/PIA10379~thumb.jpg,2008-01-30T19:04:36Z
Planet,Mercury,PIA10189,Mercury - in Color!,"This visible-infrared image shows an incoming view of Mercury, about 80 minutes before NASA MESSENGER spacecraft closest pass of the planet on January 14, 2008, from a distance of about 27,000 kilometers 17,000 miles.",JPL,https://images-assets.nasa.gov/image/PIA10189/PIA10189~small.jpg,2008-01-22T19:01:36Z
Planet,Mercury,PIA10173,Mercury Cratered Surface,"During its flyby of Mercury, NASA MESSENGER spacecraft acquired high-resolution images of the planet surface. This image was obtained on January 14, 2008.",JPL,https://images-assets.nasa.gov/image/PIA10173/PIA10173~small.jpg,2008-01-16T11:00:00Z
Planet,Mercury,PIA10191,Counting Mercury Craters,"On January 14, 2008, NASA MESSENGER flew by Mercury and snapped images of a large portion of the surface that had not been previously seen by spacecraft including numerous craters.",JPL,https://images-assets.nasa.gov/image/PIA10191/PIA10191~thumb.jpg,2008-01-24T19:00:36Z
Planet,Mercury,PIA12362,Mercury Surface Has More Iron + Titanium Than Previously Thought,Mercury Surface Has More Iron + Titanium Than Previously Thought,JPL,https://images-assets.nasa.gov/image/PIA12362/PIA12362~small.jpg,2009-11-03T23:27:01Z
Planet,Mercury,PIA11959,Mercury Izquierdo: An Impact Basin Newly Named for the Mexican Painter,Mercury Izquierdo: An Impact Basin Newly Named for the Mexican Painter,JPL,https://images-assets.nasa.gov/image/PIA11959/PIA11959~small.jpg,2009-09-01T18:00:40Z
Planet,Mercury,PIA11759,Peak-Ring Basin Close-Up from the Second Mercury Flyby,Peak-Ring Basin Close-Up from the Second Mercury Flyby,JPL,https://images-assets.nasa.gov/image/PIA11759/PIA11759~small.jpg,2008-11-11T18:28:09Z
